,tweets,label,username,location
311,They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/48wPJZdM4Q via @politico,,Mcdaddy54321,
312,McConnell and McCarthy hate themselves for licking Trump’s boots: report https://t.co/8ezQw7dllD,,RawStory,"Washington, DC"
313,"@bhweingarten The family of Brian Sicknick would disagree.

Chemically imbalanced Ashli Babbitt had been radicalized by Trump and participated in an attempted coup of the US gov't.

This was a few years after attempting to kill her married BF's wife.  https://t.co/DsjnVApQRc",,MusicReviewer7,
314,They resigned in protest over Jan. 6 - then never went after Trump again #SmartNews  https://t.co/IulDZvZYFU,,JohnalanJames2,"Red City, KS"
315,"@donwinslow @January6thCmte Face it, Republicans are going to take the House &amp; Senate this year, Trump will run in 2024, will lose, Republicans will flip the election in his favor and install him as dictator. Then they'll kill off the 22nd Amendment so he can serve consecutive terms forerver.",,MikeDeAngelis,
316,"""Ashli Babbitt""
ALL MAGAs are traitors and terrorists
even if they stopped supporting trump,,,,they should still be considered enemies to our democratic republic

Trump supporters HATE AMERICA With A PASSION https://t.co/GIJmeNFNnX",,AlisonBoxxer,
317,"They know Trump didn't commit a crime, so now they're upset because someone testified that Trump watched the Capitol protest on TV. https://t.co/6TPSSN2aBz",,JonathanAEvers,
318,They resigned in protest over Jan. 6 — then never went after Trump again - POLITICO https://t.co/QlSKitxzbt,,Adrian_Wheeler,"Lexington, KY"
319,"They resigned in protest then went silent. POLITICO contacted 18 Trump administration officials who stepped down but only one agreed to speak on the record about their decision that day, via @meridithmcgraw @dlippman 
https://t.co/bR4tGZTCpW",,anitakumar01,"Washington, D.C."
320,"@CBSMornings Yes Raskin had a choice, continue his overt HATRED of Trump or take care of his family. He chose to hate. When will Dems show a streak of humanity?",,nyyssny,
321,@AmandiOnAir @GOP @RepLizCheney @Liz_Cheney Does it matter? I can say I hate Trump all day but one wrong opinion and suddenly im MAGA white supremacist 9000 2.0 electric Boogaloo.,,Breekiman5,Forge World Stygies Viii 
322,@BullyMaguireWin @LadyReverbs @Austinography @dewolf732 @daveyalba Trump literally stated he wanted violence and unrest at a time of protest. Funny how people today claiming to be Anti-Fascist are the fascist ones 😂😂😂 https://t.co/E4DiZzpOBP,,sammithefly,
323,"New w/ ⁦⁦@dlippman⁩: They resigned in protest over Jan. 6 — then never went after Trump again 

POLITICO contacted 18 Trump admin officials who stepped down as a result of Jan. 6. Only one agreed to speak on the record about their decision. https://t.co/MswBzbqaT4",,meridithmcgraw,"Washington, DC"
324,"So Trump had Warp Speed &amp; libs lost their minds declining the 💉. Biden takes over &amp; the 💉 is miraculous &amp; anyone questioning it needs to die. When the 💉 fails &amp; proves dangerous without question, this will all be Trump's fault again. But it's not political. 🤣🤡🌎 I hate this.",,DawnCarleone,"Missouri, USA"
325,"@NRO Did you run this piece when the GOP added trillions to the deficit under Trump? Or every time since the 70s when the deficit shrank (or became a surplus) under every Dem president and skyrocketed under every GOP president?

I'd hate to think your principles weren't consistent.",,JJGass,London
326,"@Out5p0ken True, and Trump was neeve at risk from his own violent supporters, but to be fair, the BLM protest was right next to the White House.  The Capitol Insurrection was at...the Capitol. Big difference. Look at a map of D.C. if you're not familiar...",,MlTCH_MCCONELL,"Arlington, VA"
327,"@HC5167 @Morning_Joe This is exactly how Ger. fell to Hitler, and it will take us generations to recover, too, if 'Pubs gain control of Congress next year.  They will end democracy (already have maimed it). Trump gets in again?  utter catastrophe.  Their base is trained now to just HATE, not think.",,Imwithherb,
328,"@KatWomanKL @RevJudyBG @RepLizCheney And to add to my point , another Democrat in the “I SuPPoRt LiZ !” Side and someone who still thinks there was a Russogate! Hate to break it to you now but trump won’t get anything for “insurrection” Liz is all about honesty ? Her father lied about the war in Iraq ?",,KyleJames1987,
329,"WALKER THREATENED TO KILL HIS WHITE GIRLFRIEND

Hershel Walker threatened to blow his 'white girlfriend', Cindy Grossman’s, brains out.

However, Trump chose Walker to run for the U.S. Senate from Georgia.

https://t.co/VR0eyXtgLX https://t.co/j3suGR3Hi2",,zexxlo,
330,Anyone still defending trump is a traitor at this point. This guy was watching on live tv police officers being assaulted by his followers and he did nothing all while these followers were searching for politicians to kill.,,FousekMichael,
331,"More from a new NPR/Ipsos poll https://t.co/H8g6sjg31K https://t.co/3hhBLtwkuH

Bad news: 39% of Rs say 1/6 was a ""reasonable protest"" or ""carried out by opponents of Donald Trump""

Good news: Most Americans, including Rs, reject efforts to interfere in state elections https://t.co/Jv4rSR0ivt",,BrendanNyhan,"Hanover, NH"
332,They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/HwbjE5ZTFr via @politico,,7adair,SE England
333,I hate to see “Trump would have done this and that” shit was gone play out the same way had he still been in office..let’s not all be dumb,,Ta_Nene87,**MY WORLD**
334,@RealCandaceO Well weren't asking that question when President Trump was putting this all together you guys make me wonder I hate bad mother passion but I love Trump I just found and he's the one that started all this and put it together if he was still president would it be different,,PuckettBob,"Jefferson, GA (Jackson Cty.)"
335,They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/F4ABDs1XPe via @politico,,stlplace,Somewhere on the earth
336,"If you hate America for yet again, more fascist reasons, you’re just doing so to sound cool.

Trump made it easy. Where are the people who hated America before 2008 and the ‘60s ??? 

Mass producing the world’s junk food commercialising mental health.",,ChampagneTeddi,"Stamford Bridge, 5th Stand 💙"
337,"They resigned in protest over Jan. 6 - then never went after Trump again (Politico)

https://t.co/a6jfU8hzfk
https://t.co/zARuQVhLMx",,memeorandum,United States
338,"@ggreenwald But spouting misinformation and hate on here is ok? Ffs get a grip man.. Also please remember platform's like fb and twitter were created by private citizen/company so they can kick anyone they wish off, including cack pots like Trump and Majorie Taylor 🙏🏽",,nkl777,United Kingdom
339,@RawStory Not a Liz Cheney fan and I hate the evils her father inflicted on mankind for profits. But she is at least courageous enough to speak the truth about Trump. Cheney knows if Trump regains power he will choose who wins and loses and all her wealth and power will not save her.,,badtap2,"Tampa, FL"
340,"@ifustayed @ifustayed  Clooney big talker on Trump hate, but so silent on China human right abuse and release of COVID onto the world.https://t.co/xFNOhYL3Sl",,CheatingN2020,
341,"@cnnbrk You people are idiots if you think there was an action Trump could have done to stop an ongoing protest. If he put out a tv spot, which protester with a movie screen on his back was supposed to air it, and which other protester carrying 50,000 watts of speakers would blast it? 🤣",,MyndseyeBryan,
342,"With only a couple of exceptions, a gallery of rogues and cowards: 

“They resigned in protest over Jan. 6, then never went after Trump again”

#January6thInsurrection 
#January6thCommittee 

https://t.co/iKPHWGAn7Z",,CDMatthewMurphy,"Boston, MA"
343,@Lovelife2801 I hate him so much. Weird that the ines who take creepy naked selfies are all turning or have already turned on Trump. He knows it all.,,Poppyboom3,
344,They resigned in protest over Jan. 6 - then never went after Trump again https://t.co/lYpRtjZGHx #SmartNews,,TommyNewsThomas,
345,@cgarchibald @ravelesm @joncoopertweets Ok then why is it tough to find stuff now? We’re a year in. Get over your hate for trump and see what’s really going on. Trump has zero effect on anything currently and hasn’t for a year. All of this is Brandon.,,evanko_tj,
346,"Kleptoparasitic bear steals wolves’ kill - “Kleptoparasitic” is a word to remember, works all the way from trump to zuckerberg. https://t.co/M2QehrAAZI",,YDalschen,
347,They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/pfV9Uw3lOv via @politico,,pengilis,
348,@JoeConchaTV Like Trump.. go sit down.. and stop with your hate.,,marciadawn,Brooklyn NY
349,@SoundsTruthful She was with a mob threatening to kill people inside. She was warned. She broke thru anyway. It was self defense. Trump would have s/one shot for threatening his life and breaking into Mar a Lardass too. She's not a hero. She had a choice.,,DianeToucan,
350,"""They resigned in protest over Jan. 6 — then never went after Trump again"" https://t.co/grdHomYMtD",,dvlnd3,The Empire State
351,"@Mott_and_Hester @julie_kelly2 Why ?

In August 2021 the FBI reported there was no evidence of collusion between Trump, Associates, Supporters, etc to do anything at the Capitol but stand outside and protest, which is legal",,reysmith2025,Don't look up
352,"It is Monday January 03, 2022, 08:26:01. Joe Biden has not restored immigration opportunity to those denied under the Trump Administration's racist ""Muslim Ban"".",,tankiebot69420,
353,They resigned in protest over Jan. 6 - then never went after Trump again #SmartNews  https://t.co/Bk7E9PfOJv,,creed77,usa
354,"The Trump Corrupt QGOP ONLY offers LIES, Hate, Violence , Fraud and Trumps Revenge Tour!!!!  This mother of the KKK needs taken out of Politics! https://t.co/tFEQ6INYUt",,colleen47253714,
355,They resigned in protest over Jan. 6 — then never went after Trump again - POLITICO https://t.co/akKgtYmYrp,,smp0312,Earth. Presently.  
356,"@TomJChicago Maybe the @January6thCmte @RepRaskin @RepSwalwell @AdamKinzinger @RepLizCheney @BennieGThompson WILL GET OUT IN PUBLIC SOME OF TRASH, BEFORE tRump’s presser, so that he garners the hate &amp; ridicule he deserves @TrumpWarRoom @DonaldJTrumpJr #EricTrump @IvankaTrump",,jfrankesq,Richmond (SE MI) 586-727-1900
357,"@ryanjreilly The power of political derangement. The “online sleuths” hate Trump supporters so much they’re willing to donate hundreds of hours of their lives to tracking down every unarmed, mostly peaceful protester they can. How’d they get politically deranged? Mainstream media manipulation",,FudgeTosser,All up in the fudge.
358,Via @crooksandliars: We Found Ron DeSantis! He's Trying To Kill His Wife With COVID! https://t.co/rfNy6zKKTU | #trump #gop #republicans,,thejoshuablog,new york city
359,"@rewinn @amvetsupport Because they are abusers and trump “legitimizes” their hate, misogyny, bigotry, racism…",,AmieMcWayne,
360,"For 2 years Democrats have insisted that all aspects of life must be stopped for Covid … except for every woke cause

➡️BLM protests/riots are more important
➡️Celebrations of Trump losing/for abortion are more important
➡️Anything supporting drag/trans/gay is more important https://t.co/3zafRIsb9o",,hereispublius,Virginia
361,"Trump and his klan are like cockroaches, they will survive anything. Even the overthrow attempts of our government.

They resigned in protest over Jan. 6 - then never went after Trump again #SmartNews  https://t.co/w7owUULuxU",,RobertTraugh,"Canton, OH"
362,What real republicans especially real Donald Trump won't tell people in you see they don't want people to rise above hate they want people to hate because without it they wouldn't actually exist https://t.co/07xJbLGfHo,,KevinJosephKel1,
363,They want to burn Trump up for January 6th so that that way we can never protest speak out against our government just takes away the First Amendment then they'll come get my gunsNOT,,edfall1,Florida
364,"I think DJT calling for the national guard days in advance, but refused by the D.C. mayor &amp; Pelosi, Trump calling for a peaceful protest, the police openly coaxing the protesters into the building is all telling, dem rhetoric since then is curious. Nov. 3rd was the insurrection. https://t.co/maYAwHNu5e",,rickdowd1029,Florida 
365,If a mob of terrorists surrounded Mar a Lardass threatening to kill those inside and one came through a window like Ashli Babbit did - Trump would order his body guards to shoot her. She's not a hero. She was leading a murderous terrorist  mob. Self defense.,,DianeToucan,
366,@Angry_Staffer It’s the same ppl who won’t get vaccinated. It’s weird now that they want trump as president but they hate him for making a vaccine,,br0k3nhalos,witness protection
367,"NEW — They resigned in protest over Jan. 6, then never went after Trump again.

""POLITICO contacted 18 Trump administration officials who stepped down... Only one agreed to speak on the record about their decision that day.”

https://t.co/4clFpXaiB2

@meridithmcgraw @dlippman",,samstein,"Washington, D.C."
368,They resigned in protest over Jan. 6 - then never went after Trump again https://t.co/8JNTridNz7 #SmartNews,,MichelleT2013,"Houston, TX"
369,Two more days until the one year anniversary of Capital attack under Trump's order. Trump's supporters are trying to say that it was a peaceful protest 😉 🙄,,NoMoreT53693016,"Portland, OR"
370,"@RMaioris @ProfessorPape @UChicago @kathleen_belew @ChicagoCouncil @bt_hanson But do you know why liberals hate Trump so much?

President Trump was drawing bigger crowds at the end of his first run than he did at the beginning.  His crowds GREW because Trump was a good and successful leader.

Obama's crowds shrank.  

It really is that simple.",,varingian,United States of America
371,"First Thing: Cheney says Republicans must choose between Trump and truth https://HAHAHAHA! Best laugh of the New Year so far. The Daughter of worst liar Dick Cheney and the BS ""WMD"" lies used to attack a nation 2 senselessly kill many women, men &amp; children 2 destroy a nation.",,elvsinus,"Florida, USA"
372,They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/VJDTQp47wv via @politico,,giamz,"Wilmington, NC"
373,@hrox901 @pol1tically @PalmerReport Yep .  I hate Trump but I also don’t live or at least try not to live in the fantasy land that’s Twitter,,BrianKe94518410,
374,By Allah this woman is as muslim as Donald Trump https://t.co/FFCDbhAjpX,,mde_in_heaven,ጎንደር / mudug / Karakura town
375,trump said the election was fixed.He meant that he was trying to fix the election by stealing Votes to having Mike and some other people give him the Votes to win.When that did not work he got a mob and gave them a hate speech and told them to go to White house to steal the Votes,,GeorgeH06155993,
376,"Govt. are terrorists. Not a bunch of Trump supporters who went on a museum tour. A so called “insurrection” where all those who participated, came unarmed. The best part about it was seeing those responsible for the wars that kill thousands hide under their desks like cowards.",,em20___,
377,"This kind of BS OP-ED is what causes hate &amp; division in America! Why is this allowed but peaceful disagreements are banned? ⁦@AppleNews⁩ “Millions of Angry, Armed Americans Stand Ready to Seize Power If Trump Loses in 2024” - ⁦@Newsweek⁩  https://t.co/Cq6ko3GVUQ",,LkDeS3,"Florida, USA"
378,"Or how Karamo referred to snatched (aave) as ""gay language"" and continued to preach about tolerance and ""not all __"" when he found a Trump hat in the closet of one of the people they were helping.",,Oui_Cake,🌱 He/They
379,"My latest! 
Angry mops from all over the country came to the Capitol with lots of signs, bananas, hats, costumes to protest the defeat of Trump.  In 2021, the country saw more protest symbols in the Capitol since the civil wars.
https://t.co/dJhbZSH2PD",,ahmediaTV,https://www.belahdan.com
380,"@TheNarrator000 @mtracey So when democrats said the trump vaccine would kill them all, they were anti vax?",,cultures_shadow,
381,"In the last year of his term, Trump decided that the US can't afford to cancel student debt or nationalize healthcare, but it can launch another trillion-dollar war that gonna last decades &amp; kill more civilians

and Biden decided to end our longest war in first year

#FreshWords",,AliciaSmith987,
382,"They resigned in protest over Jan. 6 — then never went after Trump again
 https://t.co/451yy45uk1",,Angelaxg5504,"North Carolina, USA"
383,@RadioFreeTom I know some educated upper middle class whites that support Trump.  They are racists at heart.  Plain and simple.  And I know rural grade school educated farmers who hate Trump that aren’t racist.,,KopsMiss,
384,@sbg1 What % of Republicans believe  climate change is a hoax? What % of them believe Pres. Obama is Muslim? What % believe Trump did a great job handling COVID? What % still believe COVID is a hoax?,,StarkerSusan,
385,"The past never goes away no matter how quiet one remains!

They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/ZCnpQI2MqS via @politico",,FozzieBear88,🌊#Resist 🗯Tweeting4Truth⚖️
386,They resigned in protest over Jan. 6 - then never went after Trump again #SmartNews  https://t.co/IEBmLiuu0O,,WilliamsJeanean,
387,"@mattman11367 @FaraDawn72 @LanceUSA70 No they dont, keeping minorities from voting (especially people of color) is more important to them then voting themselves.  Why did hate crimes climb during Trump's administration? They were emboldened. Think Rittenhouse.",,KCofNJ,"Mastic, NY"
388,Lock him up. One of trump’s stupids armed with a gun ready to violently kill democracy at the order of trump… https://t.co/PCrNf9H5x7,,PanarchP,
389,They resigned in protest over Jan. 6 - then never went after Trump again https://t.co/KPwDGn3bSs #SmartNews,,VOJay_Pgh,"Pittsburgh, PA."
390,"In the days after Jan. 6, multiple officials in the Trump administration resigned in protest. 

Today they are silent. 

https://t.co/Ko5KWmXy1i https://t.co/BZ1f7tuckt",,nycjim,"iPhone: 40.751663,-73.989670"
391,"@AmoneyResists The cable news rating are down hugely and you want them to not show Trump, who helped each of their ratings with love and hate.

Yea, right.

They need him far more than the GOP does. Sad, but true. He is polarizing and solicits emotion.",,LVillaume,Minnesota
392,"I Hate Repubes, as I used to be one of them, but I'm loving me some @RepLizCheney  right now! lol
First Thing: Cheney says Republicans must choose between Trump and truth https://t.co/pTwMIq09nb",,Majorpain1955,
393,@JenniferDJames1 @VABVOX They knew Hillary was going to run for President again and they had to destroy her.  Then Russia ran into help and Trump and co accepted that and joined in with the lies.  It worked.  What can I say.  Folks let hate run their minds.,,Azula163,
394,"@ABCPolitics @GStephanopoulos No family in American political history has been more disloyal to the constitution than hers. This is how you know old media has no soul, when the daughter of one of our most notorious war criminals can grandstand and these idiots cheer her on bc they hate trump.",,DanHollaway,"Austin, TX"
395,@GMA @TerryMoran Trump had every right to call for a protest &amp; it shouldn’t have mattered if he had said directly to “Go attack the Capital!” It should have never been able to happen. Blaming Trump is like blaming a fish for getting hooked. If Milley called out the Natl Guard it couldn’t happen https://t.co/9oSpan1GNx,,mcforgod,
396,"@CNN How about this: if trump and his corrupt stooges had succeeded in stealing the election, would violent protest have been justified? I don’t know. But a nationwide strike would have been, for sure.",,monceur_b,
397,I disagree with their assessment of the risk. And i saw the video. It was damaging to your story and narrative. Climbing through a window. No weapon. And it was clearly a small woman. Be rational. I know you hate Trump. Got it this was Not a good move. https://t.co/nAXzRAzOsF,,SMaulberger,"Decatur, IL"
398,"@JVR926 They hate us.
Trump is just the embodiment.",,2frank2bwise1,
399,"@LetruneInedil @gc_rape @shadowmaiden14 @ap_schulz @brightstrangely @marybaphomet @CritFacts @LissaCunneen @Xather2 @deportablediz @Recsun @Abra_Kastabra @FDsignifier They think #Trump was an aberration, but he’s the future so long as people live to hate 🤬 instead of to love 💕",,LoveStopsHatred,
400,@ksorbs As a two time stroke survivor I am concerned about BOTH as well as YOU. Christ was NEVER about HATE. You haven't behaved CHRIST LIKE. STRESSING about trump raised my blood pressure because he is a racist DANGEROUS idiot and blindly support him. I really want to know WHY.,,BigSixxRaven,
401,"@MichaelDeLauzon George Washington woulda fought trump lol. Take that pic off your avatar, he would hate the lot of you",,kingof_worlds,"Milwaukee, WI"
402,Big Deal! just like the peaceful protest that burned cities and killed many more. You are a special stupid ! Oh and you know Trump is back on 2024. Big Deal with that! https://t.co/5YAlYL18b5,,RoryBrowns,
403,"@pete1258 If you hate Donald Trump more than you love your country, you are no better than a Democrat.",,PanicProtocol_,
404,They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/nMCfLr2EMA via @YahooNews,,ed_hoeg,
405,"@MBSepulveda @Redjtruth @NateMaconStan You have no idea what I want …
Let me tell you. I hate debt. We need to rescind the tax plan of trump on the 1%. We need to cut federal budgets. We need to hold accountable bad decisions, from expensive toilet seats to lavish “spend the budget parties”. We need to cut costs.",,Krogerf,"Kentucky, USA"
406,"Liz Cheney
""Ex-National Archivist Thinks Trump Is Hiding- Records to Avoid ‘Prison’: Nixon knew-tapes [would] kill him"" https://t.co/VxjAgvBcNU

""Dude your cult can go to jail with u if they blindly do your bidding. Jail ain't bad coz they give u 3 meals &amp; a free COT to sleep on"" https://t.co/aWjsmcrVjZ",,911covfefe,
407,"@NelsonA57368723 @JohnnyHaris_ @ACTBrigitte Oh you’re right ! The Lincoln project guys are not democrats- they are republicans- who simply hate trump ! But you still never answered my question ,",,marakelly68,United States
408,"@drybeachguy1027 @FoxNews You must be new to @foxnews. That’s the military leader Trump gave authority to kill😂

Stick around and you’ll notice how @foxnews post pictures specifically for far right wingers.

In all fairness, cnn, fox, msnbc all post garbage. But, the far right swear fox isn’t as bad😂 https://t.co/qO7QBUUhln",,Chicagodecks,
409,https://t.co/MsVVFhTDLj  #BLM #BlackTwitter #BlackLivesMatter #Trump #BidenHarris #blexit #racismisnotanopinion  #racism is not a tool for PR. #WhiteSupremacy #WhiteSupremacists are no labels for everyone who questions anti #racist movements. Differentiate for #unity to happen!,,betrueplease,
410,"Pence is a coward &amp; he thinks that by not speaking out against Trump trying to kill him, that the Rep base will vote 4 him to be POTUS. How pathetic Reps have become. https://t.co/kdLKLrBDQU",,MargaretHenzig,
411,Trump plans to kill off every single one of you that got in his way. Not one person outside his family will live for long. https://t.co/XWGHRSVmZK,,jeongin_cats,
412,"@Theprophetcome1 Liked your spot on response. Troubling times. #Trump himself is a product of our lawyer-based capitalism and capitalistic greed. Our system produced the monster that threatens the system itself.
He gave his flock permission to to flaunt their hate and bigotry.",,tatemiller48,Planet Earth
413,@elibremer Except that twitter isn’t the government. Think of it this way: twitter is a Christian bakery and Trump &amp; 3 Toes are a gay couple. Twitter doesn’t want to make their wedding cake/provide their services to them 🤷🏽‍♀️ Y’all took that to SCOTUS and won. Thank yourselves 🤣,,Mona4Ever2021,
414,"@marakelly68 @JohnnyHaris_ @ACTBrigitte Wrong, Republicans never picked up where dems left. That's a lie. Same goes for those tiki torch guys. They are Trump haters and were hired by the elitist hate group the lincoln project.",,NelsonA57368723,"Massachusetts, USA"
415,They resigned in protest over Jan. 6 - then never went after Trump again https://t.co/dWY9pX018a #SmartNews,,Mista_Craw4ed,Raliegh
416,They resigned in protest over Jan. 6 - then never went after Lunatic Trump again https://t.co/e7RQgjougc #SmartNews,,apostlewoody,United States Minor Outlying I
417,@cnnbrk There you are beautiful Trump we love the hell out of you bro God do we ever need you back they’ve created a bio weapon to kill everybody on earth and now they want us to get it injected in your arms it’s very scary Trump we need your help,,PushBac56275500,
418,@LarryAJRobinson No. 1. Trump provoked hate crimes.,,SisVGoVegan2,
419,They resigned in protest over Jan. 6 - then never went after Trump again #SmartNews  https://t.co/qaxKvcQaDY,,cathy1854,
420,@abc7newsbayarea Strange how the “stop Asian hate”narrative stopped when they realized the perpetrators were blacks and not Trump supporters🤣🤣,,wubabadubdub,
421,They resigned in protest over Jan. 6 — then never went after Trump again - POLITICO https://t.co/17WgGNHSYv,,GinaMcC93252816,
422,They resigned in protest over Jan. 6 — then never went after Trump again – POLITICO https://t.co/hmThabaUeL,,realDJTNN,"New York, NY"
423,"They resigned in protest over Jan. 6 — then never went after 
criminal Trump again https://t.co/WTBf934L9D via @politico",,SempelsLeon,Antwerpen
424,"@phantom3009 @nickholevas @RepLizCheney @January6thCmte If Trump really meant to have a peaceful protest, then why didn't he come out from his office walk a few feet over to the briefing room to tell his  supporters to stand down?

Bro, you should be mad he conned you all to believing him. He is a con man &amp; will continue to con.",,drmom247,Southern California
425,"They resigned in protest over Jan. 6 — then never went after Trump again

https://t.co/fdDrADosqr",,noD_deR_UF,Resistance HQ 🇺🇸 🪖
426,"DON'T MISS PODCAST #5. I THINK IT'S OUR BEST ONE YET. 

""TRUMP IS GOING TO HATE THIS"" EPISODE.
LISTEN TODAY &amp; YOU WILL SEE WHY.
Trump Is Running A 3-Card Monte Con Game On America
American ""Hidden"" History
A Discussion On Top Stories
West Goes South
https://t.co/5Rf03PljuZ 57 https://t.co/lejfS1hk5L",,VippusaO,USA
427,They resigned in protest over Jan. 6 — then never went after Trump again - POLITICO https://t.co/g6WuPq7ci0,,antitru71445793,
428,@RepubCarol @ReconnStation @FanofHawkeyes @newsmax Trump made America FIRST for Covid deaths. Destroyed the world’s largest economy. Encouraged Americans to hate Americans. Stole Social Benefits from American kids to give corporations huge tax breaks. And y’all worship the ground he walks on. Eh?  That’s Canadian for WTF!,,retiredknitwit,"Ontario, Canada 🇨🇦"
429,"""We have seen countless times of people who have spoken out"" against the former president have ""paid the price with personal attacks against them,"" 
They resigned in protest over Jan. 6 - then never went after Trump again #SmartNews  https://t.co/nwcIds49zb",,KathyLe74783492,
430,@RSBNetwork Your trolls are up early today Trump 🤣🤣 They hate when you speak big facts!!! #LetsGoBrandon #FJB,,TammyCo39696692,
431,"It is Monday January 03, 2022, 07:26:01. Joe Biden has not restored immigration opportunity to those denied under the Trump Administration's racist ""Muslim Ban"".",,tankiebot69420,
432,"@TadHomerDixon I doubt that Trump or his movement could totally destroy the opposition. If he seized power, Trump would likely face a mass protest movement. From there, things could easily spiral into a full-scale civil war. 2",,MatthewPennMSU,
433,"More left wing Guardian Tripe.
Love him or hate him Trump will be back in 2024.
All the MSM and democrats in the US are trying to keep digging up dirt to try keep him out of office.
As they know more people are now voting for him. 

https://t.co/rVoMROPslD",,mbga_uk,UK /ENGLAND
434,@DanScavino Trump made America FIRST for Covid deaths. Destroyed the world’s largest economy. Encouraged Americans to hate Americans. Stole Social Benefits from American kids to give corporations huge tax breaks. And y’all worship the ground he walks on. Eh?  That’s Canadian for WTF!,,retiredknitwit,"Ontario, Canada 🇨🇦"
435,They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/tiwTUtHjcz,,JeffreyCGoudy1,
436,"They resigned in protest over Jan. 6 — then never went after Trump again

They know the truth but have come back into the cult under Cheeto’s threat to destroy them if they didn’t. A spineless pathetic bunch of morons unwilling to uphold their oath.
 https://t.co/4TOwUZdof6",,JoePDR,"Wilmington, NC"
437,"@Morning_Joe Americans sadly have come to accept violence 🤦‍♀️ this is going to be Trump’s true legacy. His vitriol &amp; hate speeches gave the green light to all bigots, racists &amp; those who embrace violence as a mode of political objections … 🤷🏼‍♀️ God help us all 🙏🏻🙏🏻🙏🏻",,lu57kelly,"New Jersey, USA"
438,A clear evidence of the moral bankruptcy of a Republican Party kidnapped by Trump and his fascist movement: They resigned in protest over Jan. 6 — then never went after Trump again - POLITICO https://t.co/vhqtZn1zbA,,vpetrash,"Pinecrest, FL"
439,"“Nixon knew that tapes were going to kill him, so he fought and said there weren’t records. 

“Given how frantic they are... there are things in those records that are going to make real trouble. I’m talking about prison time,”  -- John Carlin, archivist
https://t.co/TR5Pe4eBXh",,AnnevanLeur,Lake Michigan
440,"Lara Trump on Fox News said that Trump warned Pelosi of violence on 1/5. Charlie Kirk said it too. If Trump knew of ""imminent danger"" then IT WAS NOT A PROTEST &amp; HE SHOULD HAVE NOT TOLD THEM TO MARCH TO CAPITOL https://t.co/IvteMp4lbv",,Agnes85663660,
441,"@JeraldRowlett @svdate @EWErickson 700 have already been charged.

Trump said he would lead them there to “fight”. 

He sat on his ass watching while they beat police, when he could have stopped it.

I hope no child is being raised by someone so mired in delusions, hate and propaganda.",,bronxish,Blue New England
442,"@AliciaOnMSNBC @santiagomayer_ Trump realized it's better to be a hero to 30% of the country than be shit for the whole of the country.
I hate Trump, but he was right on this",,troysalts,Suzhou 
443,They resigned in protest over Jan. 6 - then never went after Trump again https://t.co/WlBSPG6S3T #SmartNews,,Lioness1999,Maka Ina -Mother Earth
444,They resigned in protest over Jan. 6 — then never went after Trump again https://t.co/eM2qjTze6B via @politico,,DemocratVideos,United States
445,"@DenverG30699148 @StedmanDavid @quartz9753 @FoxNews Is that all you have? The ""well he picked on my president (who is knowingly a worthless piece of 💩) so I had to make up something about Trump because I hate him, even though he didn't do anything to me personally. I just wanna fit in."" attitude????????????",,Mz1000s,"Pleasantville, PA"
446,@washingtonpost There’s zero question about Trump’s culpability of his actions on Jan 6. But there are questions about the @GOP’s reluctance to continue lying about free &amp; fair elections. Lying about the capitol storming by people wanting to kill politicians.,,JoBreizner2,"Melbourne, Victoria"
447,"@7Veritas4 You know their sort could just do us ALL a favor and just suspend their accounts in protest. If they're so damn OUTRAGED make the move! Trump has a social media thingy, right? 👋",,LaDiva521,
448,"Democrats are using Trump’s whereabouts on January 6 to coverup killing by a Black Capitol police to a White Unarmed Woman.
Who cares where Trump was, he didn’t kill anyone, a Capitol police did!
Why no Trial???
A White cop who accidentally shot a Black man???",,BarbGallagher4,
449,"@LBC @mattfrei @Edwina_Currie As Boozo said Fuck Business, it seems that the Brexit Tories hate everyone, except Trump.",,billedm,"South East, England"
450,@Grancracker_ @KatieHill4CA Like this Trump's secret army who attacked a peaceful Wall of Moms protest? https://t.co/cy3QiJofCa,,7777Justice,USA
451,I hate the idea of a republic (Trump being an example why) but the existence of #princenonce and the way his family are trying to protect him stinks. If he can’t be jailed he should at least be removed from public and stripped of all rank and privilege @KensingtonRoyal,,gng_society,"Leamington Spa, England"
452,@garci32 Haters gotta hate. Isn't that the Trump platform? Isn't that what fuels them? Why are we surprised when goodness makes them slather. https://t.co/wYk7imRTEP,,Sallyforth18,"Sonoma County, California, USA"
453,"Agreed. Maybe the people need to march around Garland’s office. Organize, protest, demand that Garland act now on what Trump did in attempting a coup. https://t.co/fRg1f2a2vK",,LosAngeles954,
454,"@MikeHolyfuk @Crewser3Cruz It always amazes me how people who claim to hate Fox News, know so much about their news. Anyway, President Trump had many accomplishments for this country. I’m sorry that you’re so partisan that you can’t acknowledge that fact. I actually feel sorry for you.",,llcrowder,"Arkansas, USA"
